"","time","month","Mslp","P5_f","P5_u","P5_v","P5_z","P5th","P5zh","P8_f","P8_u","P8_v","P8_z","P8th","P8zh","P500","P850","P_f","P_u","P_v","P_z","P_th","P_zh","R500","R850","Rhum","Shum","Temp","rainfall","clazz"
"1","1964-01-01",1,0.91,0.436,0.459,1.454,-0.305,70.09,-1.51,-0.45,0.449,0.373,-0.166,53.75,-0.29,-0.27,1.284,-0.423,-0.153,-0.201,0.82,261.19,0.343,1.099,0.684,0.781,-0.479,-0.501,0.635,1
"2","1964-01-02",1,0.944,0.803,0.756,1.687,-0.526,71.86,-1.51,-0.696,0.385,0.078,0.04,69.6,0.131,-0.572,1.101,0.746,-0.858,-1.059,1.452,244.27,1.003,2.458,1.122,1.289,-0.673,-0.802,11.366,1
"3","1964-01-03",1,1.12,1.17,1.077,1.299,-0.482,77.25,-1.058,-1.432,-0.183,-0.144,0.04,45,0.131,-0.845,0.948,1.245,-1.334,-0.793,-0.017,253.73,0.823,0.857,1.517,1.797,-0.896,-1.074,2.821,1
"4","1964-01-04",1,1.258,1.255,1.214,0.367,-0.129,84.52,-0.153,-1.269,-0.057,-0.07,-0.166,66.09,0.131,-0.962,1.116,0.858,-1.125,-0.109,0.175,266.7,0.403,-1.27,1.217,0.896,-0.954,-0.989,1.213,1
"5","1964-01-05",1,1.258,1.283,1.214,0.057,0.003,86.94,-0.153,-0.778,0.322,-0.07,-0.166,86.22,0.131,-0.904,1.147,0.396,-0.77,-0.17,0.07,264.5,0.253,-0.898,1.397,0.896,-0.895,-0.975,0,-1
"6","1964-01-06",1,0.938,0.86,0.894,-0.021,0.135,87.49,-0.153,-0.368,0.512,0.373,-0.528,59.13,-0.29,-0.952,0.933,-0.011,-0.355,0.723,0.46,293.06,-0.647,-0.466,0.907,0.249,-0.693,-0.677,2.195,1
"7","1964-01-07",1,0.565,0.634,0.71,0.367,0.928,83.34,-0.153,-0.287,0.322,0.742,0.144,33.39,-0.711,-1.147,0.597,-0.311,-0.165,0.391,1.643,283.05,-0.437,-0.449,0.451,1.127,-0.637,-0.597,0,-1
"8","1964-01-08",1,0.809,0.069,0.23,-1.108,-0.35,100.15,1.204,-1.187,-0.247,-0.217,-0.321,200.19,0.131,-0.758,0.673,0.06,-0.42,-0.63,-0.75,247.33,0.553,-0.774,-0.184,0.619,-0.823,-0.794,0,-1
"9","1964-01-09",1,1.051,0.182,0.321,-1.341,0.135,101.94,1.204,-1.269,-0.183,0.004,-0.373,173.62,0.131,-0.611,0.826,0.66,-0.976,-0.175,-0.249,264.68,0.163,-0.744,0.873,-0.005,-0.956,-0.899,0,-1
"10","1964-01-10",1,0.968,-0.015,0.184,-0.487,-0.217,92.13,0.299,-0.696,-0.247,0.447,-0.218,170.4,-0.711,-0.426,0.811,0.162,-0.443,0.937,0.289,297.56,-0.887,-0.443,1.199,-0.051,-0.813,-0.78,0,-1
"11","1964-01-11",1,0.853,-0.157,0.046,0.057,-0.305,83.73,-0.153,-0.614,0.006,0.521,0.247,31.14,-0.711,-0.134,0.78,-0.514,0.369,1.101,-0.42,331.7,-1.247,-0.839,1.294,0.573,-0.629,-0.627,0,-1
"12","1964-01-12",1,0.612,-0.128,0.023,0.911,0.091,70.75,-1.058,-0.532,0.322,0.373,0.144,46.29,-0.29,-0.378,0.628,-0.896,0.689,0.876,-0.713,347.87,-1.007,-0.768,0.778,0.988,-0.484,-0.566,0,-1
"13","1964-01-13",1,-0.092,0.69,0.733,0.989,0.619,77.72,-1.058,0.286,0.891,0.742,-0.011,55.42,-0.711,-0.962,-0.212,-0.85,1.161,0.825,0.571,28.98,-0.557,-0.283,-0.356,0.665,-0.312,-0.406,11.974,1
"14","1964-01-14",1,0.187,1.424,1.352,-0.098,0.531,88.27,0.299,-0.123,0.828,-0.217,-0.115,93.31,0.131,-1.361,-0.228,0.187,-0.534,-0.614,-0.125,249.04,0.703,-0.703,1.019,1.173,-0.874,-0.974,17.14,1
"15","1964-01-15",1,0.479,1.622,1.489,-1.418,0.399,97.29,1.204,-0.205,0.765,-0.07,-0.27,85.21,0.131,-1.147,0.169,-0.103,-0.408,0.126,-0.188,272.82,-0.047,-1.222,0.667,-0.097,-0.896,-0.876,0,-1
"16","1964-01-16",1,0.256,1.452,1.375,-0.098,-0.834,88.31,0.299,0.941,1.649,0.004,-0.063,86.01,0.131,-0.923,-0.105,-1.008,0.289,-0.15,0.339,258.06,0.433,-1.063,0.916,0.665,-0.895,-1.013,6.107,1
"17","1964-01-17",1,0.352,2.779,2.428,0.833,0.091,84.47,-0.605,0.532,1.207,-0.808,-0.011,114.3,0.973,-1.965,-0.594,0.843,-0.793,-1.365,-0.609,235.75,1.633,-1.193,1.388,0.642,-1.353,-1.596,7.05,1
"18","1964-01-18",1,1.019,3.146,2.748,-0.021,0.663,88.75,0.299,0.204,0.828,-1.103,-0.011,129.83,1.394,-2.569,-0.289,1.026,-0.808,-1.635,-0.965,231.48,1.722,-1.163,0.684,-0.374,-1.657,-2.047,1.529,1
"19","1964-01-19",1,1.903,2.864,2.519,-0.564,0.311,91.15,0.752,-0.532,0.259,-0.808,-0.58,138.28,0.973,-1.975,0.979,0.884,-1.003,-0.916,-0.73,247.84,1.033,-1.081,0.426,-1.39,-1.733,-1.948,0,-1
"20","1964-01-20",1,2.02,1.763,1.626,0.445,-0.041,84.84,-0.153,-0.614,0.385,0.078,-0.528,78.41,0.131,-1.361,1.559,0.238,-0.629,0.452,-0.4,281.4,-0.347,-0.785,0.469,-2.198,-1.64,-1.505,0,-1
"21","1964-01-21",1,1.271,1.198,1.146,0.911,0.796,80.61,-1.058,-0.287,0.512,0.521,-0.218,50.56,-0.711,-1.4,0.979,-0.779,0.433,0.871,-0.72,327.79,-1.007,-0.697,0.228,-2.245,-1.367,-0.919,0,-1
"22","1964-01-22",1,0.126,1.226,1.123,1.299,0.752,77.16,-1.51,1.35,1.649,1.037,0.66,61.09,-0.711,-1.313,-0.06,-0.662,1.009,1.106,1.122,12.88,-0.947,0.148,-0.21,-1.021,-0.533,-0.457,17.777,1
"23","1964-01-23",1,0.174,1.819,1.604,1.377,1.72,78.98,-1.51,0.45,1.207,-0.439,1.591,102.27,0.552,-1.556,-0.365,0.894,-0.725,-1.589,1.499,230.44,1.543,-0.703,1.285,1.381,-1.044,-1.302,51.442,2
"24","1964-01-24",1,0.936,2.468,2.199,0.756,1.192,84.28,-0.605,0.532,1.081,-1.029,0.04,120.3,0.973,-2.082,-0.121,1.306,-1.071,-1.63,-0.871,235.75,1.872,-1.276,1.465,0.596,-1.567,-1.911,2.714,1
"25","1964-01-25",1,1.279,2.13,1.924,-0.098,1.72,88.85,-0.153,-0.532,0.385,-0.66,0.454,123.78,0.552,-2.521,0.215,0.726,-0.866,-0.956,-0.239,245.31,1.033,-1.429,0.34,-0.697,-1.631,-1.837,5.752,1
"26","1964-01-26",1,1.047,1.593,1.489,-0.021,1.06,88.1,-0.153,-0.696,0.259,0.299,-0.166,52.97,-0.29,-2.219,0.505,0.141,-0.591,0.1,0.726,272.07,-0.137,-0.638,0.151,-1.298,-1.316,-1.207,6.805,1
"27","1964-01-27",1,0.055,1.622,1.42,1.843,0.003,75.62,-1.962,1.596,1.902,1.037,0.764,64.71,-1.132,-1.771,-0.396,-1.018,0.727,0.289,1.63,119.04,-0.377,0.668,1.087,-0.259,-0.753,-0.77,24.282,1
"28","1964-01-28",1,0.251,2.13,1.833,2.076,1.412,75.91,-1.962,1.105,1.776,-0.217,0.557,91.96,0.552,-2.394,-0.625,0.39,-0.34,-1.385,-0.551,226.06,1.393,0.154,1.122,-0.259,-1.334,-1.433,12.894,1
"29","1964-01-29",1,0.564,2.243,1.97,1.299,1.853,80.95,-1.058,-0.123,0.828,-0.217,0.402,91.97,0.131,-2.472,-0.319,0.797,-0.949,-0.905,0.531,248.51,1.093,-0.892,1.32,0.111,-1.274,-1.544,33.426,1
"30","1964-01-30",1,1.072,2.694,2.336,1.454,1.941,81.1,-1.51,-0.45,0.385,-0.734,0.609,131,0.552,-2.199,0.246,1.667,-1.433,-1.569,-0.007,241.73,1.842,-1.376,0.933,0.273,-1.496,-1.7,0.688,1
"31","1964-01-31",1,1.408,2.948,2.565,0.678,1.632,85.45,-0.605,-0.532,0.385,-0.586,-0.166,124.25,0.552,-2.17,0.566,1.448,-1.441,-1.002,-0.152,250.69,1.213,-1.494,1.259,-0.259,-1.62,-1.879,0.322,1
"32","1964-02-01",2,1.687,2.638,2.336,-1.03,0.707,93.7,1.204,-0.368,0.385,-0.808,-0.218,135.42,0.973,-2.16,0.704,1.407,-1.441,-0.834,-0.841,253.09,1.093,-1.252,0.503,-0.882,-1.79,-2.152,0.266,1
"33","1964-02-02",2,1.959,2.186,1.97,-1.263,-1.274,95,1.204,0.041,0.575,-1.177,-0.735,139.48,1.394,-1.361,1.024,1.138,-1.205,-0.905,-1.062,249.94,1.093,-1.051,0.409,-0.259,-1.815,-2.209,0.076,1
"34","1964-02-03",2,2.176,1.48,1.397,-0.953,-1.01,94.47,0.752,-0.532,0.133,-0.882,-0.58,151.42,0.973,-0.465,1.544,0.701,-0.923,-0.589,-1.042,253.25,0.673,-1.37,0.306,-1.021,-1.761,-1.95,0,-1
"35","1964-02-04",2,2.041,0.831,0.871,-0.176,-0.79,88.56,0.299,-0.368,0.385,-0.734,-0.942,131.16,0.552,-0.095,1.651,0.258,-0.637,-0.4,-0.501,256.57,0.433,-0.986,0.048,-0.974,-1.643,-1.724,0,-1
"36","1964-02-05",2,1.81,0.21,0.344,0.445,-0.614,80.19,-0.153,-1.105,0.006,-0.144,-1.045,108.37,0.131,0.1,1.681,0.101,-0.53,0.396,-0.777,280.65,-0.377,-0.868,0.048,-0.905,-1.394,-1.266,0,-1
"37","1964-02-06",2,1.404,0.041,0.184,0.989,-0.129,72.37,-1.058,-1.105,-0.057,0.078,-1.045,33.28,-0.29,0.246,1.437,-0.596,0.254,0.912,-0.562,318.86,-0.947,0.354,-0.752,-1.067,-1.281,-1.03,0,-1
"38","1964-02-07",2,0.857,0.126,0.23,1.222,-1.142,70.33,-1.058,-0.287,0.449,0.594,-0.683,41.67,-0.711,0.343,0.902,-0.728,0.852,1.05,-0.625,182.06,-1.157,-0.165,-1.62,-0.605,-0.975,-0.794,0,-1
"39","1964-02-08",2,0.363,0.295,0.344,1.532,-1.054,68.33,-1.51,0.45,0.575,1.259,-0.735,32.28,-1.132,0.07,0.398,-0.514,1.001,1.259,-0.283,11.32,-1.187,-0.791,-0.786,-0.005,-0.548,-0.514,0,-1
"40","1964-02-09",2,0.392,1.001,0.894,1.765,-1.01,72.16,-1.51,-0.205,0.575,0.447,-0.735,57.39,-0.29,-0.134,0.551,-0.596,-0.031,0.008,0.874,272.15,0.163,0.042,0.649,0.942,-0.64,-0.852,0.367,1
"41","1964-02-10",2,1.125,1.339,1.26,0.212,-0.261,85.83,-0.153,-0.532,0.512,-0.144,-0.27,88.76,0.131,-0.378,0.811,1.163,-1.239,-0.89,-0.703,250.73,0.793,-0.738,1.087,0.758,-1.281,-1.502,0,-1
"42","1964-02-11",2,1.566,1.339,1.283,-0.875,-1.01,93.85,0.752,-0.532,0.259,-0.734,-0.218,140.68,0.973,-0.144,1.101,1.677,-1.597,-1.053,-1.099,250.53,1.153,-1.311,1.362,0.504,-1.524,-1.808,0,-1
"43","1964-02-12",2,2.008,1.311,1.26,-0.098,-0.57,88.21,0.299,-0.941,-0.12,-0.586,-0.476,159.41,0.552,-0.436,1.452,1.463,-1.532,-0.584,-0.938,258.15,0.583,-0.301,0.839,-0.166,-1.621,-1.817,0,-1
"44","1964-02-13",2,1.987,1.17,1.146,-0.487,-1.142,90.93,0.299,-1.187,0.006,-0.144,-0.373,72.32,0.131,-0.368,1.651,0.797,-1.083,0.141,0.349,272.58,-0.227,-0.395,1.19,-0.928,-1.445,-1.532,0,-1
"45","1964-02-14",2,1.608,0.69,0.733,0.678,-0.834,80.39,-0.605,-0.941,-0.12,0.299,-0.218,184.11,-0.29,-0.329,1.391,0.091,-0.317,1.055,0.44,303.2,-1.037,0.047,1.328,0.042,-1.094,-1.124,0,-1
"46","1964-02-15",2,1.077,0.605,0.665,0.445,-0.438,82.01,-0.605,-0.696,0.259,0.299,-0.425,51.07,-0.29,-0.27,1.147,-0.642,0.186,0.733,0.006,309.78,-0.497,-0.136,-0.038,-0.374,-0.916,-0.841,0,-1
"47","1964-02-16",2,1.005,0.38,0.459,0.833,-0.173,76.86,-1.058,-1.023,-0.12,0.225,0.144,191.59,-0.29,0.012,1.147,0.457,-0.816,0.049,1.2,271.7,-0.017,-0.336,0.297,-0.143,-0.934,-0.964,0,-1
"48","1964-02-17",2,0.769,0.831,0.802,1.532,-0.041,73.29,-1.51,-0.614,0.322,0.299,1.125,54.84,-0.29,-0.417,0.597,1.021,-1.167,-0.722,1.838,255.27,0.583,1.087,1.208,1.266,-0.91,-1.147,16.926,1
"49","1964-02-18",2,0.92,0.775,0.802,0.445,-0.438,82.97,-0.605,-0.368,0.638,0.004,0.195,83.21,0.131,-0.572,0.444,1.326,-1.308,-1.135,-0.273,247.29,0.913,-0.307,1.01,0.088,-1.317,-1.385,0.098,1
"50","1964-02-19",2,0.793,1.085,1.031,0.833,0.443,80.49,-0.605,-0.287,0.701,0.078,0.97,80.1,0.131,-0.65,0.368,0.751,-1.01,-0.477,0.416,258.3,0.553,-0.856,1.096,-0.559,-1.217,-1.3,0.551,1
"51","1964-02-20",2,1.109,0.972,0.939,0.911,-0.702,79.36,-0.605,-0.45,0.385,-0.66,0.97,130.99,0.552,-0.592,0.49,1.916,-1.506,-1.865,-0.239,237.68,1.782,-0.957,1.079,0.342,-1.497,-1.703,0.443,1
"52","1964-02-21",2,1.401,1.142,1.077,1.222,-0.261,77.5,-1.058,-0.941,-0.31,-0.439,0.454,203.11,0.552,-0.991,0.826,2.119,-1.917,-1.207,-0.199,250.84,1.243,0.361,1.131,0.365,-1.378,-1.628,16.897,1
"53","1964-02-22",2,1.236,0.803,0.825,0.756,0.487,80.54,-0.605,-1.023,-0.436,0.078,0.195,304,0.131,-1.391,0.78,1.926,-1.887,-0.589,0.598,260.49,0.523,0.207,1.156,0.365,-1.174,-1.434,2.869,1
"54","1964-02-23",2,0.607,0.634,0.665,0.989,0.663,77.32,-1.058,-0.941,-0.057,-0.439,1.229,125.81,0.552,-1.147,0.322,1.555,-1.403,-1.39,2.376,245.43,1.303,1.584,1.268,1.312,-0.908,-1.191,23.675,1
"55","1964-02-24",2,0.997,1.311,1.26,0.445,1.148,84.31,-0.605,-0.532,-0.057,-0.882,0.764,168.18,0.973,-1.322,0.353,1.911,-1.376,-2.11,0.171,232.82,2.262,0.113,1.328,0.734,-1.355,-1.557,0.171,1
"56","1964-02-25",2,1.387,1.791,1.649,-0.098,0.443,88.74,-0.153,-0.859,0.006,-0.66,-0.115,157.85,0.552,-1.089,0.857,1.585,-1.403,-1.487,0.49,242.61,1.633,-0.484,1.483,1.035,-1.315,-1.584,0.238,1
"57","1964-02-26",2,1.38,1.593,1.466,0.445,-0.966,84.81,-0.605,-0.696,0.385,-0.217,0.04,93.15,0.131,-0.621,0.841,1.117,-1.155,-1.079,0.749,247.18,1.213,-0.165,1.5,1.543,-1.238,-1.578,0.018,1
"58","1964-02-27",2,1.31,1.142,1.1,0.756,0.179,81.36,-0.605,-1.023,0.133,-0.07,0.505,66.09,0.131,-0.874,0.628,1.402,-1.41,-0.992,0.057,250.65,1.033,0.668,1.629,1.45,-1.353,-1.633,0,-1
"59","1964-02-28",2,1.504,1.029,1.031,0.212,0.223,85.69,-0.153,-0.696,-0.626,0.225,-0.218,303.79,0.131,-1.069,1.009,1.489,-1.589,-0.323,-0.555,263.51,0.403,1.779,1.388,0.965,-1.207,-1.402,0.03,1
"60","1964-02-29",2,0.864,0.972,0.985,0.367,-0.085,84.23,-0.153,-0.614,0.006,0.521,-0.218,16.24,-0.711,-1.303,0.536,-0.184,-0.317,0.315,0.08,279.66,-0.287,1.318,1.465,1.797,-0.77,-1.013,8.436,1
"61","1964-03-01",3,0.535,0.718,0.756,0.756,0.663,80.15,-0.605,-0.614,0.259,0.373,-0.321,45.75,-0.29,-1.069,0.246,-0.138,-0.386,-0.002,-0.293,268.56,0.133,0.509,1.492,2.005,-0.801,-1.042,0.187,1
"62","1964-03-02",3,0.286,0.803,0.779,1.454,0.223,73.81,-1.51,-0.123,0.575,0.742,-0.373,45.63,-0.711,-0.874,0.032,0.08,-0.549,0.075,0.255,271.23,0.013,1.259,0.718,1.243,-0.711,-0.924,0.035,1
"63","1964-03-03",3,0.099,0.86,0.825,1.454,0.619,74.06,-1.51,-0.368,0.512,0.299,0.04,61.12,-0.29,-1.176,-0.334,0.462,-0.709,-0.788,-0.031,247.68,0.643,0.946,0.718,1.543,-0.819,-0.998,1.024,1
"64","1964-03-04",3,0.1,0.747,0.779,0.445,1.104,82.48,-0.605,-0.696,0.322,0.225,-0.115,59.8,-0.29,-1.4,-0.472,0.065,-0.508,-0.308,-0.548,258.49,0.463,1.566,1.285,1.127,-0.783,-0.935,0.985,1
"65","1964-03-05",3,-0.198,0.775,0.825,0.212,0.047,85.26,-0.153,0.204,0.828,0.816,-0.218,50.48,-0.711,-1.254,-0.625,-0.616,-0.005,0.248,0.252,280.31,-0.317,1.371,1.096,1.196,-0.561,-0.746,0.175,1
"66","1964-03-06",3,-0.508,0.718,0.779,-0.098,0.796,88.1,-0.153,0.368,1.207,-0.144,-0.58,89.66,0.131,-1.42,-0.976,-1.135,0.43,-0.216,-0.666,238.76,0.283,1.324,0.675,1.127,-0.65,-0.799,16.397,1
"67","1964-03-07",3,0.209,0.972,0.985,-0.875,0.311,94.4,1.204,0.123,0.512,-1.251,-0.373,142.4,1.394,-1.342,-0.472,0.934,-0.835,-1.426,-0.622,235.68,1.692,-0.827,0.778,0.365,-1.295,-1.514,0.044,1
"68","1964-03-08",3,0.881,1.198,1.123,-1.884,0.707,102.19,2.109,-0.614,0.006,-0.808,0.092,161.63,0.973,-1.819,-0.151,0.558,-0.751,-0.9,-0.457,245.43,1.003,-0.78,-1.242,-0.328,-1.585,-1.777,0,-1
"69","1964-03-09",3,0.865,1.029,0.962,-1.962,1.28,103.82,1.656,-1.105,-0.183,0.078,-0.115,176.01,0.131,-1.887,0.047,-0.026,-0.462,0.121,0.507,273.01,0.013,-1.063,0.658,-1.483,-1.433,-1.29,0,-1
"70","1964-03-10",3,1.104,0.69,0.756,-0.875,1.764,95.01,0.752,-0.614,-0.373,0.447,-0.425,333.94,-0.29,-1.732,0.75,0.065,-0.496,0.386,0.894,281.36,-0.227,-0.75,1.079,-0.605,-1.177,-1.089,0.021,1
"71","1964-03-11",3,1.574,0.013,0.138,-1.651,1.897,108.96,1.204,-0.45,-0.689,0.521,-0.631,320.33,-0.29,-1.089,1.666,0.238,-0.492,0.963,0.638,297.47,-0.947,-0.667,0.134,-0.49,-1.064,-0.864,0,-1
"72","1964-03-12",3,1.759,-0.552,-0.274,-1.108,0.355,106.91,0.752,-0.859,-0.436,0.225,-1.097,317.25,-0.29,-0.29,2.032,-0.525,0.281,1.039,-0.75,324.16,-0.977,-1.347,-0.356,-1.09,-0.999,-0.808,0,-1
"73","1964-03-13",3,1.255,0.154,0.321,-0.564,0.179,92.55,0.752,-1.105,-0.12,0.152,-0.683,36.66,0.131,-0.524,1.376,-0.601,0.03,0.427,0.615,292.25,-0.107,-1.022,-0.519,-0.813,-1.162,-1.014,0,-1
"74","1964-03-14",3,0.779,1.17,1.146,-0.72,0.399,93.17,0.752,-0.45,0.512,-0.365,-0.321,105.05,0.552,-1.527,0.185,-0.103,-0.313,-0.604,-0.175,246.56,0.403,-0.112,0.649,-0.305,-1.409,-1.367,1.442,1
"75","1964-03-15",3,0.204,0.803,0.848,-0.72,0.575,93.31,0.752,-0.287,0.701,0.078,-0.166,79.3,-0.29,-1.878,-0.563,-1.292,0.483,0.075,-0.951,274.82,-0.287,-0.726,0.52,-0.605,-1.281,-1.102,0,-1
"76","1964-03-16",3,0.443,0.436,0.527,0.367,0.707,82.54,-0.153,-0.123,0.322,0.89,-0.838,29.01,-0.711,-1.021,0.2,-0.982,0.624,0.754,-1.204,338.22,-0.887,-0.886,-0.769,-1.875,-1.061,-0.586,0,-1
"77","1964-03-17",3,0.792,0.351,0.481,0.134,1.412,84.99,-0.153,-0.532,-0.373,0.594,-0.993,339.93,-0.711,-0.329,1.024,-0.26,-0.157,0.764,-0.192,298.88,-0.707,-0.833,-0.666,-0.744,-0.661,-0.568,0.056,1
"78","1964-03-18",3,1.018,0.351,0.481,-0.254,1.06,89.1,0.299,-0.941,-0.183,0.299,-0.942,176.85,-0.29,-0.115,1.254,-0.103,-0.389,0.355,0.027,280.87,-0.347,-0.655,0.151,0.319,-0.634,-0.588,0,-1
"79","1964-03-19",3,0.246,0.747,0.802,0.134,0.531,85.49,-0.153,0.204,0.891,0.594,-1.2,57.31,-0.711,-0.66,0.2,-0.672,1.066,1.034,-0.558,19.49,-1.037,-0.614,0.383,0.342,-0.474,-0.483,0.572,1
"80","1964-03-20",3,0.243,0.464,0.573,-0.176,1.06,88.31,0.299,-0.368,0.575,0.078,-0.115,75.56,0.131,-0.621,0.063,0.055,-0.443,-0.574,0.114,248.52,0.793,-0.691,0.821,1.012,-0.874,-1.039,6.621,1
"81","1964-03-21",3,0.676,0.182,0.344,-0.254,0.311,89.01,0.299,0.041,0.891,-0.07,-0.166,88.44,0.131,-0.67,0.139,0.035,-0.481,-0.364,-0.444,256.65,0.523,-1.14,1.217,0.203,-1.117,-1.166,0,-1
"82","1964-03-22",3,0.83,0.662,0.733,-0.72,0.355,93.5,0.752,-0.532,0.449,-0.07,-0.373,83.47,0.131,-0.319,0.475,0.202,-0.641,-0.002,-0.172,268.35,0.133,-1.252,1.259,0.134,-1.07,-1.169,0,-1
"83","1964-03-23",3,0.617,0.775,0.825,-0.176,-0.526,88.52,0.299,-0.287,0.701,0.078,-0.063,79.3,0.131,-0.426,0.337,-0.021,-0.458,-0.109,0.642,265.78,0.043,-0.927,1.122,0.642,-0.878,-0.974,0.817,1
"84","1964-03-24",3,0.735,0.888,0.894,0.212,-0.217,85.03,-0.153,0.695,1.333,-0.882,0.402,113.48,0.973,-0.533,0.322,0.594,-0.496,-1.472,0.013,227.7,1.513,-0.283,1.19,1.012,-1.142,-1.333,3.776,1
"85","1964-03-25",3,1.584,1.622,1.512,0.134,-0.438,86.8,-0.153,0.123,0.891,-0.66,0.092,111.58,0.973,-0.719,0.872,0.757,-0.888,-0.941,-1.778,246.4,0.973,-0.591,0.606,0.157,-1.57,-1.761,0,-1
"86","1964-03-26",3,1.711,1.424,1.352,-0.875,1.809,94.12,0.752,-0.287,0.638,-0.365,-0.425,102.65,0.552,-0.962,1.147,-0.133,-0.382,0.003,-1.425,268.14,-0.047,-0.862,-0.167,-1.229,-1.702,-1.617,0,-1
"87","1964-03-27",3,1.311,0.662,0.733,-1.108,0.575,97.75,0.752,-0.614,0.449,0.004,-0.476,80.96,0.131,-0.631,0.963,-0.316,-0.172,0.585,-0.34,292.14,-0.677,-0.833,-0.725,-2.198,-1.398,-1.094,0,-1
"88","1964-03-28",3,0.716,0.888,0.917,-0.021,0.179,87.53,0.299,-0.123,0.765,0.225,-0.321,71.15,-0.29,-0.67,0.475,-0.982,0.426,0.6,-0.656,315.76,-0.617,0.242,1.131,-0.974,-0.978,-0.732,0.927,1
"89","1964-03-29",3,0.341,0.831,0.848,0.134,0.091,86.01,-0.153,0.368,0.891,0.816,-0.063,52.31,-0.711,-0.777,0.169,-0.977,0.422,0.59,0.164,314.07,-0.707,0.561,0.916,0.896,-0.54,-0.547,0.435,1
"90","1964-03-30",3,-0.043,0.239,0.344,0.989,0.223,74.47,-1.058,0.614,1.144,0.963,-0.27,54.96,-1.132,-0.533,-0.075,-1.241,0.822,0.555,-0.225,179.73,-0.767,1.176,0.1,1.058,-0.211,-0.271,6.725,1
"91","1964-03-31",3,0.025,0.464,0.481,1.454,0.091,70.91,-1.51,1.023,1.207,1.332,-0.89,47.44,-1.553,-0.212,0.246,-0.789,1.054,0.922,-0.508,19.68,-1.367,1.98,-1.121,0.758,-0.07,-0.112,0.454,1
"92","1964-04-01",4,0.334,0.323,0.321,1.765,0.179,65.21,-1.51,0.614,0.638,1.406,-1.097,31.07,-1.553,0.178,0.841,-0.525,1.062,1.228,-1.079,15.13,-1.427,2.115,-1.147,1.381,0.071,-0.105,0.085,1
"93","1964-04-02",4,0.27,0.126,0.252,0.911,0.399,73.85,-1.058,0.695,0.828,1.406,-0.476,36.78,-1.553,0.158,0.643,-0.24,1.329,1.387,-0.4,26.81,-1.637,0.833,-0.958,1.751,0.034,-0.086,0,-1
"94","1964-04-03",4,-0.03,-0.1,0.023,1.222,-0.966,66.95,-1.058,1.432,1.333,1.701,-1.252,43.89,-1.553,0.411,0.292,0.141,1.683,1.545,-0.753,37.49,-1.667,0.875,-0.984,0.734,0.072,0.017,0,-1
"95","1964-04-04",4,0.094,-0.128,-0.114,1.843,-1.318,55.26,-1.962,1.432,0.828,2.144,-1.768,27.18,-1.975,0.558,0.612,0.096,1.371,1.739,-0.434,23.54,-1.817,0.408,-1.62,0.988,0.124,0.053,0,-1
"96","1964-04-05",4,0.217,-0.495,-0.343,1.299,-1.142,54.87,-1.51,1.268,0.828,1.997,-0.683,27.53,-1.975,0.85,0.597,0.116,1.496,1.642,-0.888,29.06,-1.967,0.449,-2.402,0.065,-0.103,0.031,0.907,1
"97","1964-04-06",4,0.314,-0.495,-0.343,1.222,-0.746,56.29,-1.51,0.123,0.069,1.185,-0.735,11.05,-1.132,0.83,0.75,-0.504,0.925,1.284,-0.78,6.1,-1.157,0.343,-1.783,-0.351,-0.096,-0.031,0,-1
"98","1964-04-07",4,0.602,-0.382,-0.228,1.222,-0.614,59.5,-1.51,-0.614,-0.689,0.299,-1.045,306.97,-0.29,0.519,0.872,0.187,-0.626,0.156,-0.007,273.62,-0.017,0.384,-0.158,0.896,-0.354,-0.424,0,-1
"99","1964-04-08",4,0.589,-0.524,-0.32,0.911,-0.041,63.15,-1.058,-0.532,-0.626,0.447,-0.476,319.08,-0.711,0.509,0.902,0.197,-0.61,0.31,0.541,278.57,-0.107,0.319,-0.545,0.85,-0.217,-0.262,0,-1
"100","1964-04-09",4,0.31,-0.467,-0.228,0.678,0.003,70.04,-0.605,-0.205,0.259,0.89,-0.631,24.11,-0.711,0.519,0.75,-0.845,0.411,0.759,0.027,321.25,-0.587,0.113,-0.322,1.081,0.114,-0.011,0,-1
"101","1964-04-10",4,0.219,-0.411,-0.251,1.144,-0.35,60.85,-1.058,0.204,0.322,1.185,-1.097,22.15,-1.132,0.489,0.689,-0.809,0.365,0.713,0.521,316.81,-0.707,0.195,-0.433,1.612,0.093,-0.044,0.558,1
"102","1964-04-11",4,0.28,-0.552,-0.297,0.523,-1.098,71.28,-0.605,-0.041,-0.057,1.111,-0.735,186.55,-1.132,0.684,0.811,-0.753,0.483,0.937,0.259,332.63,-0.977,-0.395,-0.898,1.358,0.094,0.003,0.234,1
"103","1964-04-12",4,0.411,-0.693,-0.412,0.445,-1.362,70.45,-0.605,-0.45,-0.12,0.742,-0.425,182.1,-0.711,0.821,0.933,-0.881,0.597,0.866,-0.168,339.98,-0.797,-0.514,-1.026,1.727,0.157,-0.006,0.186,1
"104","1964-04-13",4,0.267,-0.947,-0.595,0.134,-0.438,73,-0.153,-0.287,-0.626,0.668,-1.148,324.31,-0.711,0.47,0.765,-0.499,0.445,1.187,-0.145,336.56,-1.067,-0.508,-1.387,0.411,0.046,0.087,0,-1
